id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,16,'9:15-9:50',0,0,0,0
2,12,'9:50-10:40',0,0,0,0
3,4,'10:40-11:30',0,0,0,0
4,13,'11:30-12:30',0,0,0,0
5,15,'13:30-14:10',0,0,0,0
6,16,'15:30-15:35',1,0,0,0
7,4,'15:35-15:40',1,0,0,0
8,15,'15:40-15:45',1,0,0,0
9,3,'15:45-15:50',1,0,0,0
10,0,'',0,0,0,0
