id,name
1,'北海道大学'
2,'北里大学十和田'
3,'東北福祉大学'
4,'東北大学'
5,'福島県立医科大学'
6,'新潟医療福祉大学'
7,'城西大学'
8,'防衛医科大学校'
9,'千葉工業大学'
10,'千葉大学'
11,'大東文化大学'
12,'東京大学'
13,'東京医科歯科大学'
14,'早稲田大学'
15,'法政大学'
16,'慶應義塾大学'
17,'拓殖大學'
18,'北里大学'
19,'山梨大学'
20,'東海大学清水'
21,'神戸学院大学'
22,'琉球大学'
23,'徳島大学'
24,'倉敷芸術科学大学'
25,'専修大学'
26,'新潟大学'
27,'洗足学園音楽大学'
28,'神奈川大学'
